"","YEAR","GEAR","LENGTH","FREQ","BootESS","df","NSAMP","NHAUL","NSTRATA"
"1760",1997,"HAL",44,0.00210316366361574,NA,NA,12343,241,4
"1761",1997,"HAL",45,0.00271935628855067,NA,NA,12343,241,4
"1762",1997,"HAL",46,0.00565092592250637,NA,NA,12343,241,4
"1763",1997,"HAL",47,0.00508101199104743,NA,NA,12343,241,4
"1764",1997,"HAL",48,0.00578052610939174,NA,NA,12343,241,4
"1765",1997,"HAL",49,0.00669503298876252,NA,NA,12343,241,4
"1766",1997,"HAL",50,0.0102112637972142,NA,NA,12343,241,4
"1767",1997,"HAL",51,0.00925055695479762,NA,NA,12343,241,4
"1768",1997,"HAL",52,0.0115601083158152,NA,NA,12343,241,4
"1769",1997,"HAL",53,0.0149749772296513,NA,NA,12343,241,4
"1770",1997,"HAL",54,0.0180476256911725,NA,NA,12343,241,4
"1771",1997,"HAL",55,0.0220325306196118,NA,NA,12343,241,4
"1772",1997,"HAL",56,0.0261955786449493,NA,NA,12343,241,4
"1773",1997,"HAL",57,0.025277857028294,NA,NA,12343,241,4
"1774",1997,"HAL",58,0.0228214687268079,NA,NA,12343,241,4
"1775",1997,"HAL",59,0.0243538547406628,NA,NA,12343,241,4
"1776",1997,"HAL",60,0.0313488300682152,NA,NA,12343,241,4
"1777",1997,"HAL",61,0.0287744526029784,NA,NA,12343,241,4
"1778",1997,"HAL",62,0.0273807534000276,NA,NA,12343,241,4
"1779",1997,"HAL",63,0.0233889090279189,NA,NA,12343,241,4
"1780",1997,"HAL",64,0.0194764777802939,NA,NA,12343,241,4
"1781",1997,"HAL",65,0.0191915601932608,NA,NA,12343,241,4
"1782",1997,"HAL",66,0.0178207504412596,NA,NA,12343,241,4
"1783",1997,"HAL",67,0.0145469620916765,NA,NA,12343,241,4
"1784",1997,"HAL",68,0.0188744416454706,NA,NA,12343,241,4
"1785",1997,"HAL",69,0.0170260091343071,NA,NA,12343,241,4
"1786",1997,"HAL",70,0.0159286873318866,NA,NA,12343,241,4
"1787",1997,"HAL",71,0.0198967590653656,NA,NA,12343,241,4
"1788",1997,"HAL",72,0.017398229467369,NA,NA,12343,241,4
"1789",1997,"HAL",73,0.0160085092437407,NA,NA,12343,241,4
"1790",1997,"HAL",74,0.0162429879311328,NA,NA,12343,241,4
"1791",1997,"HAL",75,0.0231003172085654,NA,NA,12343,241,4
"1792",1997,"HAL",76,0.0191912527912348,NA,NA,12343,241,4
"1793",1997,"HAL",77,0.0184861917637131,NA,NA,12343,241,4
"1794",1997,"HAL",78,0.0189152804865641,NA,NA,12343,241,4
"1795",1997,"HAL",79,0.0200520733878478,NA,NA,12343,241,4
"1796",1997,"HAL",80,0.0257691425344721,NA,NA,12343,241,4
"1797",1997,"HAL",81,0.0282596357905372,NA,NA,12343,241,4
"1798",1997,"HAL",82,0.0234578753482446,NA,NA,12343,241,4
"1799",1997,"HAL",83,0.0171089928891471,NA,NA,12343,241,4
"1800",1997,"HAL",84,0.0196546038286833,NA,NA,12343,241,4
"1801",1997,"HAL",85,0.0204000576670958,NA,NA,12343,241,4
"1802",1997,"HAL",86,0.0182587376610592,NA,NA,12343,241,4
"1803",1997,"HAL",87,0.0148356813326257,NA,NA,12343,241,4
"1804",1997,"HAL",88,0.0159322695763623,NA,NA,12343,241,4
"1805",1997,"HAL",89,0.012752355563481,NA,NA,12343,241,4
"1806",1997,"HAL",90,0.0197618786632634,NA,NA,12343,241,4
"1807",1997,"HAL",91,0.0133112623899172,NA,NA,12343,241,4
"1808",1997,"HAL",92,0.0155832642302779,NA,NA,12343,241,4
"1809",1997,"HAL",93,0.0172181270601818,NA,NA,12343,241,4
"1810",1997,"HAL",94,0.0119743097860101,NA,NA,12343,241,4
"1811",1997,"HAL",95,0.01312141944519,NA,NA,12343,241,4
"1812",1997,"HAL",96,0.0119222490786034,NA,NA,12343,241,4
"1813",1997,"HAL",97,0.0095024726818838,NA,NA,12343,241,4
"1814",1997,"HAL",98,0.00784029973978177,NA,NA,12343,241,4
"1815",1997,"HAL",99,0.00871151100777945,NA,NA,12343,241,4
"1816",1997,"HAL",100,0.00854578692448868,NA,NA,12343,241,4
"1817",1997,"HAL",101,0.00563320402624959,NA,NA,12343,241,4
"1818",1997,"HAL",102,0.00419471502634963,NA,NA,12343,241,4
"1819",1997,"HAL",103,0.00470459709007098,NA,NA,12343,241,4
"1820",1997,"HAL",104,0.00499813902902196,NA,NA,12343,241,4
"1821",1997,"HAL",105,0.00391207913699314,NA,NA,12343,241,4
"1822",1997,"HAL",106,0.00481265369422523,NA,NA,12343,241,4
"1823",1997,"HAL",107,0.00338257141171289,NA,NA,12343,241,4
"1824",1997,"HAL",108,0.0027737998649954,NA,NA,12343,241,4
"1825",1997,"HAL",109,0.000880273732725144,NA,NA,12343,241,4
"1826",1997,"HAL",110,0.00235933088684268,NA,NA,12343,241,4
"1827",1997,"HAL",111,0.00073127919089658,NA,NA,12343,241,4
"1828",1997,"HAL",112,0.000828247303276916,NA,NA,12343,241,4
"1829",1997,"HAL",113,0.000312599230583299,NA,NA,12343,241,4
"1830",1997,"HAL",114,0.000640102704077954,NA,NA,12343,241,4
"1831",1997,"HAL",115,0.00101990611702196,NA,NA,12343,241,4
"1832",1997,"HAL",116,0.000120892845616059,NA,NA,12343,241,4
"1833",1997,"HAL",117,5.08943721533607e-05,NA,NA,12343,241,4
"1834",1997,"HAL",118,0,NA,NA,12343,241,4
"1835",1997,"HAL",119,0.000470608116666192,NA,NA,12343,241,4
"1836",1997,"HAL",120,3.13622253520657e-05,NA,NA,12343,241,4
"1837",1997,"HAL",121,0,NA,NA,12343,241,4
"1838",1997,"HAL",122,0,NA,NA,12343,241,4
"1839",1997,"HAL",123,0,NA,NA,12343,241,4
"1840",1997,"HAL",124,0,NA,NA,12343,241,4
"1841",1997,"HAL",125,0,NA,NA,12343,241,4
"1842",1997,"HAL",126,0,NA,NA,12343,241,4
"1843",1997,"HAL",127,0,NA,NA,12343,241,4
"1844",1997,"HAL",128,0,NA,NA,12343,241,4
"1845",1997,"HAL",129,0,NA,NA,12343,241,4
"1846",1997,"HAL",130,0,NA,NA,12343,241,4
"1847",1997,"HAL",131,0,NA,NA,12343,241,4
"1848",1997,"HAL",132,0,NA,NA,12343,241,4
"1849",1997,"HAL",133,0,NA,NA,12343,241,4
"1850",1997,"HAL",134,0,NA,NA,12343,241,4
"1851",1997,"HAL",135,0,NA,NA,12343,241,4
"1852",1997,"HAL",136,0,NA,NA,12343,241,4
"1853",1997,"HAL",137,0,NA,NA,12343,241,4
"1854",1997,"HAL",138,0,NA,NA,12343,241,4
"1855",1997,"HAL",139,0,NA,NA,12343,241,4
"1856",1997,"HAL",140,0,NA,NA,12343,241,4
"1857",1997,"HAL",141,0,NA,NA,12343,241,4
"1858",1997,"HAL",142,0,NA,NA,12343,241,4
"1859",1997,"HAL",143,0,NA,NA,12343,241,4
"1860",1997,"POT",1,0,NA,NA,1723,22,2
"1861",1997,"POT",2,0,NA,NA,1723,22,2
"1862",1997,"POT",3,0,NA,NA,1723,22,2
"1863",1997,"POT",4,0,NA,NA,1723,22,2
"1864",1997,"POT",5,0,NA,NA,1723,22,2
"1865",1997,"POT",6,0,NA,NA,1723,22,2
"1866",1997,"POT",7,0,NA,NA,1723,22,2
"1867",1997,"POT",8,0,NA,NA,1723,22,2
"1868",1997,"POT",9,0,NA,NA,1723,22,2
"1869",1997,"POT",10,0,NA,NA,1723,22,2
"1870",1997,"POT",11,0,NA,NA,1723,22,2
"1871",1997,"POT",12,0,NA,NA,1723,22,2
"1872",1997,"POT",13,0,NA,NA,1723,22,2
"1873",1997,"POT",14,0,NA,NA,1723,22,2
"1874",1997,"POT",15,0,NA,NA,1723,22,2
"1875",1997,"POT",16,0,NA,NA,1723,22,2
"1876",1997,"POT",17,0,NA,NA,1723,22,2
"1877",1997,"POT",18,0,NA,NA,1723,22,2
"1878",1997,"POT",19,0,NA,NA,1723,22,2
"1879",1997,"POT",20,0,NA,NA,1723,22,2
"1880",1997,"POT",21,0,NA,NA,1723,22,2
"1881",1997,"POT",22,0,NA,NA,1723,22,2
"1882",1997,"POT",23,0,NA,NA,1723,22,2
"1883",1997,"POT",24,0,NA,NA,1723,22,2
"1884",1997,"POT",25,0,NA,NA,1723,22,2
"1885",1997,"POT",26,0,NA,NA,1723,22,2
"1886",1997,"POT",27,0,NA,NA,1723,22,2
"1887",1997,"POT",28,0,NA,NA,1723,22,2
"1888",1997,"POT",29,0,NA,NA,1723,22,2
"1889",1997,"POT",30,0,NA,NA,1723,22,2
"1890",1997,"POT",31,0,NA,NA,1723,22,2
"1891",1997,"POT",32,0,NA,NA,1723,22,2
"1892",1997,"POT",33,0,NA,NA,1723,22,2
"1893",1997,"POT",34,0,NA,NA,1723,22,2
"1894",1997,"POT",35,0,NA,NA,1723,22,2
"1895",1997,"POT",36,0,NA,NA,1723,22,2
"1896",1997,"POT",37,0,NA,NA,1723,22,2
"1897",1997,"POT",38,0,NA,NA,1723,22,2
"1898",1997,"POT",39,0,NA,NA,1723,22,2
"1899",1997,"POT",40,0,NA,NA,1723,22,2
"1900",1997,"POT",41,0,NA,NA,1723,22,2
"1901",1997,"POT",42,0,NA,NA,1723,22,2
"1902",1997,"POT",43,0,NA,NA,1723,22,2
"1903",1997,"POT",44,0,NA,NA,1723,22,2
"1904",1997,"POT",45,0.00202211999303101,NA,NA,1723,22,2
"1905",1997,"POT",46,0,NA,NA,1723,22,2
"1906",1997,"POT",47,0,NA,NA,1723,22,2
"1907",1997,"POT",48,0.00171863466218782,NA,NA,1723,22,2
"1908",1997,"POT",49,0.000711080373363855,NA,NA,1723,22,2
"1909",1997,"POT",50,0.00301404442487486,NA,NA,1723,22,2
"1910",1997,"POT",51,0.00051759707614332,NA,NA,1723,22,2
"1911",1997,"POT",52,0.00546058659360118,NA,NA,1723,22,2
"1912",1997,"POT",53,0,NA,NA,1723,22,2
"1913",1997,"POT",54,0,NA,NA,1723,22,2
"1914",1997,"POT",55,0.0039364569782867,NA,NA,1723,22,2
"1915",1997,"POT",56,0.00579931831613831,NA,NA,1723,22,2
"1916",1997,"POT",57,0.00121394540485858,NA,NA,1723,22,2
"1917",1997,"POT",58,0.00342542919665435,NA,NA,1723,22,2
"1918",1997,"POT",59,0.00863486934433293,NA,NA,1723,22,2
"1919",1997,"POT",60,0.00878435725184426,NA,NA,1723,22,2
"1920",1997,"POT",61,0.00613109883634317,NA,NA,1723,22,2
"1921",1997,"POT",62,0.00844817844853435,NA,NA,1723,22,2
"1922",1997,"POT",63,0.00978320837342126,NA,NA,1723,22,2
"1923",1997,"POT",64,0.013564571828569,NA,NA,1723,22,2
"1924",1997,"POT",65,0.0111383253029625,NA,NA,1723,22,2
"1925",1997,"POT",66,0.014159263513314,NA,NA,1723,22,2
"1926",1997,"POT",67,0.0124014255201601,NA,NA,1723,22,2
"1927",1997,"POT",68,0.016000855179822,NA,NA,1723,22,2
"1928",1997,"POT",69,0.0329707352633421,NA,NA,1723,22,2
"1929",1997,"POT",70,0.00286065544478133,NA,NA,1723,22,2
"1930",1997,"POT",71,0.00634881594785855,NA,NA,1723,22,2
"1931",1997,"POT",72,0.0262674082566335,NA,NA,1723,22,2
"1932",1997,"POT",73,0.0173125814760775,NA,NA,1723,22,2
"1933",1997,"POT",74,0.0205683260181227,NA,NA,1723,22,2
"1934",1997,"POT",75,0.0280103755400352,NA,NA,1723,22,2
"1935",1997,"POT",76,0.0135172742381422,NA,NA,1723,22,2
"1936",1997,"POT",77,0.0168360897311591,NA,NA,1723,22,2
"1937",1997,"POT",78,0.0150597707365447,NA,NA,1723,22,2
"1938",1997,"POT",79,0.0261632225655794,NA,NA,1723,22,2
"1939",1997,"POT",80,0.0225146525118675,NA,NA,1723,22,2
"1940",1997,"POT",81,0.0249580278057431,NA,NA,1723,22,2
"1941",1997,"POT",82,0.0185166679671198,NA,NA,1723,22,2
"1942",1997,"POT",83,0.0256894409915913,NA,NA,1723,22,2
"1943",1997,"POT",84,0.0270858975576201,NA,NA,1723,22,2
"1944",1997,"POT",85,0.0431554611386911,NA,NA,1723,22,2
"1945",1997,"POT",86,0.0238237788110813,NA,NA,1723,22,2
"1946",1997,"POT",87,0.0153766369000838,NA,NA,1723,22,2
"1947",1997,"POT",88,0.0391765779708429,NA,NA,1723,22,2
"1948",1997,"POT",89,0.0348208152235442,NA,NA,1723,22,2
"1949",1997,"POT",90,0.0316405286033694,NA,NA,1723,22,2
"1950",1997,"POT",91,0.0317706105755539,NA,NA,1723,22,2
"1951",1997,"POT",92,0.0131994382127278,NA,NA,1723,22,2
"1952",1997,"POT",93,0.0258629577332839,NA,NA,1723,22,2
"1953",1997,"POT",94,0.0303632756145836,NA,NA,1723,22,2
"1954",1997,"POT",95,0.0201146027226062,NA,NA,1723,22,2
"1955",1997,"POT",96,0.0207839057950962,NA,NA,1723,22,2
"1956",1997,"POT",97,0.0174760818472294,NA,NA,1723,22,2
"1957",1997,"POT",98,0.0197989059831797,NA,NA,1723,22,2
"1958",1997,"POT",99,0.0217555449123789,NA,NA,1723,22,2
"1959",1997,"POT",100,0.020893247654527,NA,NA,1723,22,2
"1960",1997,"POT",101,0.0126756800324687,NA,NA,1723,22,2
"1961",1997,"POT",102,0.0144130836752672,NA,NA,1723,22,2
"1962",1997,"POT",103,0.0100485557462279,NA,NA,1723,22,2
"1963",1997,"POT",104,0.0159199212848972,NA,NA,1723,22,2
"1964",1997,"POT",105,0.0140610350066205,NA,NA,1723,22,2
"1965",1997,"POT",106,0.01029216993562,NA,NA,1723,22,2
"1966",1997,"POT",107,0.0068899785891496,NA,NA,1723,22,2
"1967",1997,"POT",108,0.00524855749270876,NA,NA,1723,22,2
"1968",1997,"POT",109,0.0141903970205098,NA,NA,1723,22,2
"1969",1997,"POT",110,0.0046946364369878,NA,NA,1723,22,2
"1970",1997,"POT",111,0.00357711873656595,NA,NA,1723,22,2
"1971",1997,"POT",112,0.00255252809832997,NA,NA,1723,22,2
"1972",1997,"POT",113,0.0042837015651616,NA,NA,1723,22,2
"1973",1997,"POT",114,0.00441676855043804,NA,NA,1723,22,2
"1974",1997,"POT",115,0.00254034998997742,NA,NA,1723,22,2
"1975",1997,"POT",116,0.00263783946962879,NA,NA,1723,22,2
"1976",1997,"POT",117,0,NA,NA,1723,22,2
"1977",1997,"POT",118,0,NA,NA,1723,22,2
"1978",1997,"POT",119,0,NA,NA,1723,22,2
"1979",1997,"POT",120,0,NA,NA,1723,22,2
"1980",1997,"POT",121,0,NA,NA,1723,22,2
"1981",1997,"POT",122,0,NA,NA,1723,22,2
"1982",1997,"POT",123,0,NA,NA,1723,22,2
"1983",1997,"POT",124,0,NA,NA,1723,22,2
"1984",1997,"POT",125,0,NA,NA,1723,22,2
"1985",1997,"POT",126,0,NA,NA,1723,22,2
"1986",1997,"POT",127,0,NA,NA,1723,22,2
"1987",1997,"POT",128,0,NA,NA,1723,22,2
"1988",1997,"POT",129,0,NA,NA,1723,22,2
"1989",1997,"POT",130,0,NA,NA,1723,22,2
"1990",1997,"POT",131,0,NA,NA,1723,22,2
"1991",1997,"POT",132,0,NA,NA,1723,22,2
"1992",1997,"POT",133,0,NA,NA,1723,22,2
"1993",1997,"POT",134,0,NA,NA,1723,22,2
"1994",1997,"POT",135,0,NA,NA,1723,22,2
"1995",1997,"POT",136,0,NA,NA,1723,22,2
"1996",1997,"POT",137,0,NA,NA,1723,22,2
"1997",1997,"POT",138,0,NA,NA,1723,22,2
"1998",1997,"POT",139,0,NA,NA,1723,22,2
"1999",1997,"POT",140,0,NA,NA,1723,22,2
"2000",1997,"POT",141,0,NA,NA,1723,22,2
"2001",1997,"POT",142,0,NA,NA,1723,22,2
"2002",1997,"POT",143,0,NA,NA,1723,22,2
"2003",1997,"TRW",1,0,NA,NA,7180,150,3
"2004",1997,"TRW",2,0,NA,NA,7180,150,3
"2005",1997,"TRW",3,0,NA,NA,7180,150,3
"2006",1997,"TRW",4,0,NA,NA,7180,150,3
"2007",1997,"TRW",5,0,NA,NA,7180,150,3
"2008",1997,"TRW",6,0,NA,NA,7180,150,3
"2009",1997,"TRW",7,0,NA,NA,7180,150,3
"2010",1997,"TRW",8,0,NA,NA,7180,150,3
"2011",1997,"TRW",9,0,NA,NA,7180,150,3
"2012",1997,"TRW",10,0,NA,NA,7180,150,3
"2013",1997,"TRW",11,0,NA,NA,7180,150,3
"2014",1997,"TRW",12,0,NA,NA,7180,150,3
"2015",1997,"TRW",13,0,NA,NA,7180,150,3
"2016",1997,"TRW",14,0,NA,NA,7180,150,3
"2017",1997,"TRW",15,0,NA,NA,7180,150,3
"2018",1997,"TRW",16,0,NA,NA,7180,150,3
"2019",1997,"TRW",17,0,NA,NA,7180,150,3
"2020",1997,"TRW",18,0,NA,NA,7180,150,3
"2021",1997,"TRW",19,0,NA,NA,7180,150,3
"2022",1997,"TRW",20,0,NA,NA,7180,150,3
"2023",1997,"TRW",21,0,NA,NA,7180,150,3
"2024",1997,"TRW",22,0,NA,NA,7180,150,3
"2025",1997,"TRW",23,0,NA,NA,7180,150,3
"2026",1997,"TRW",24,0,NA,NA,7180,150,3
"2027",1997,"TRW",25,0,NA,NA,7180,150,3
"2028",1997,"TRW",26,0,NA,NA,7180,150,3
"2029",1997,"TRW",27,0,NA,NA,7180,150,3
"2030",1997,"TRW",28,0.000142792262707547,NA,NA,7180,150,3
"2031",1997,"TRW",29,4.70547579515756e-05,NA,NA,7180,150,3
"2032",1997,"TRW",30,0,NA,NA,7180,150,3
"2033",1997,"TRW",31,0.000983905478365627,NA,NA,7180,150,3
"2034",1997,"TRW",32,0.000115044620985266,NA,NA,7180,150,3
"2035",1997,"TRW",33,0.000559887173517958,NA,NA,7180,150,3
"2036",1997,"TRW",34,0.000380906218440596,NA,NA,7180,150,3
"2037",1997,"TRW",35,0.00029796708923717,NA,NA,7180,150,3
"2038",1997,"TRW",36,0.000202780939026413,NA,NA,7180,150,3
"2039",1997,"TRW",37,0.000183200904767097,NA,NA,7180,150,3
"2040",1997,"TRW",38,0.000718941731786653,NA,NA,7180,150,3
"2041",1997,"TRW",39,6.04994616184642e-05,NA,NA,7180,150,3
"2042",1997,"TRW",40,0.000320751311421365,NA,NA,7180,150,3
"2043",1997,"TRW",41,0.000266444840035023,NA,NA,7180,150,3
"2044",1997,"TRW",42,0.000173323408364955,NA,NA,7180,150,3
"2045",1997,"TRW",43,0.000293565168621655,NA,NA,7180,150,3
"2046",1997,"TRW",44,0.000238453395684678,NA,NA,7180,150,3
"2047",1997,"TRW",45,0.000356062599053376,NA,NA,7180,150,3
"2048",1997,"TRW",46,0.000407805639896266,NA,NA,7180,150,3
"2049",1997,"TRW",47,0.000140083500105192,NA,NA,7180,150,3
"2050",1997,"TRW",48,0.000880192498547839,NA,NA,7180,150,3
"2051",1997,"TRW",49,0.000389196766671187,NA,NA,7180,150,3
"2052",1997,"TRW",50,0.00311670488917601,NA,NA,7180,150,3
"2053",1997,"TRW",51,0.00211150234799616,NA,NA,7180,150,3
"2054",1997,"TRW",52,0.00133761864929111,NA,NA,7180,150,3
"2055",1997,"TRW",53,0.00237039437908376,NA,NA,7180,150,3
"2056",1997,"TRW",54,0.00272178077342866,NA,NA,7180,150,3
"2057",1997,"TRW",55,0.00324042979702918,NA,NA,7180,150,3
"2058",1997,"TRW",56,0.00400106745204903,NA,NA,7180,150,3
"2059",1997,"TRW",57,0.00441627694315966,NA,NA,7180,150,3
"2060",1997,"TRW",58,0.00388243863257084,NA,NA,7180,150,3
"2061",1997,"TRW",59,0.00564509269846342,NA,NA,7180,150,3
"2062",1997,"TRW",60,0.00971699602003922,NA,NA,7180,150,3
"2063",1997,"TRW",61,0.00637091418814125,NA,NA,7180,150,3
"2064",1997,"TRW",62,0.010208646662003,NA,NA,7180,150,3
"2065",1997,"TRW",63,0.00735310535061463,NA,NA,7180,150,3
"2066",1997,"TRW",64,0.00986717005822352,NA,NA,7180,150,3
"2067",1997,"TRW",65,0.00477937153808555,NA,NA,7180,150,3
"2068",1997,"TRW",66,0.00813986651934173,NA,NA,7180,150,3
"2069",1997,"TRW",67,0.00840374528382621,NA,NA,7180,150,3
"2070",1997,"TRW",68,0.00810657929058261,NA,NA,7180,150,3
"2071",1997,"TRW",69,0.00737720600328177,NA,NA,7180,150,3
"2072",1997,"TRW",70,0.012607780134832,NA,NA,7180,150,3
"2073",1997,"TRW",71,0.0104657227383391,NA,NA,7180,150,3
"2074",1997,"TRW",72,0.0111374042795505,NA,NA,7180,150,3
"2075",1997,"TRW",73,0.0107050265760255,NA,NA,7180,150,3
"2076",1997,"TRW",74,0.0129843547558608,NA,NA,7180,150,3
"2077",1997,"TRW",75,0.0148775749302711,NA,NA,7180,150,3
"2078",1997,"TRW",76,0.0165714025363076,NA,NA,7180,150,3
"2079",1997,"TRW",77,0.0121952045846011,NA,NA,7180,150,3
"2080",1997,"TRW",78,0.0193500889087401,NA,NA,7180,150,3
"2081",1997,"TRW",79,0.0222674988473926,NA,NA,7180,150,3
"2082",1997,"TRW",80,0.024314528065713,NA,NA,7180,150,3
"2083",1997,"TRW",81,0.0271580128128004,NA,NA,7180,150,3
"2084",1997,"TRW",82,0.0245604963072858,NA,NA,7180,150,3
"2085",1997,"TRW",83,0.0284102890632626,NA,NA,7180,150,3
"2086",1997,"TRW",84,0.0254701926240032,NA,NA,7180,150,3
"2087",1997,"TRW",85,0.0251093207191792,NA,NA,7180,150,3
"2088",1997,"TRW",86,0.0260251580567982,NA,NA,7180,150,3
"2089",1997,"TRW",87,0.0287944251504081,NA,NA,7180,150,3
"2090",1997,"TRW",88,0.0288711642814201,NA,NA,7180,150,3
"2091",1997,"TRW",89,0.0260513384740506,NA,NA,7180,150,3
"2092",1997,"TRW",90,0.0332989756484859,NA,NA,7180,150,3
"2093",1997,"TRW",91,0.0340433412794689,NA,NA,7180,150,3
"2094",1997,"TRW",92,0.0326417785446271,NA,NA,7180,150,3
"2095",1997,"TRW",93,0.0310144423370657,NA,NA,7180,150,3
"2096",1997,"TRW",94,0.0298978595060775,NA,NA,7180,150,3
"2097",1997,"TRW",95,0.0302911469066367,NA,NA,7180,150,3
"2098",1997,"TRW",96,0.023599703553072,NA,NA,7180,150,3
"2099",1997,"TRW",97,0.0301285797204483,NA,NA,7180,150,3
"2100",1997,"TRW",98,0.0304612682813231,NA,NA,7180,150,3
"2101",1997,"TRW",99,0.0245935449984905,NA,NA,7180,150,3
"2102",1997,"TRW",100,0.028200314655709,NA,NA,7180,150,3
"2103",1997,"TRW",101,0.0205686902557814,NA,NA,7180,150,3
"2104",1997,"TRW",102,0.0214135791127705,NA,NA,7180,150,3
"2105",1997,"TRW",103,0.0184823989734911,NA,NA,7180,150,3
"2106",1997,"TRW",104,0.0145959830480242,NA,NA,7180,150,3
"2107",1997,"TRW",105,0.013547005571092,NA,NA,7180,150,3
"2108",1997,"TRW",106,0.00910885824300201,NA,NA,7180,150,3
"2109",1997,"TRW",107,0.00758538468901271,NA,NA,7180,150,3
"2110",1997,"TRW",108,0.00877281487608965,NA,NA,7180,150,3
"2111",1997,"TRW",109,0.00677053403902029,NA,NA,7180,150,3
"2112",1997,"TRW",110,0.0040849041722613,NA,NA,7180,150,3
"2113",1997,"TRW",111,0.00438343334887059,NA,NA,7180,150,3
"2114",1997,"TRW",112,0.00282465058884135,NA,NA,7180,150,3
"2115",1997,"TRW",113,0.00261641567349313,NA,NA,7180,150,3
"2116",1997,"TRW",114,0.00180955913410182,NA,NA,7180,150,3
"2117",1997,"TRW",115,0.00241877207406447,NA,NA,7180,150,3
"2118",1997,"TRW",116,0.00101250682178464,NA,NA,7180,150,3
"2119",1997,"TRW",117,0.000466616039078608,NA,NA,7180,150,3
"2120",1997,"TRW",118,0.00126446839417616,NA,NA,7180,150,3
"2121",1997,"TRW",119,0.000249640573562933,NA,NA,7180,150,3
"2122",1997,"TRW",120,0.0010764340734612,NA,NA,7180,150,3
"2123",1997,"TRW",121,0.000523643776580585,NA,NA,7180,150,3
"2124",1997,"TRW",122,0,NA,NA,7180,150,3
"2125",1997,"TRW",123,0,NA,NA,7180,150,3
"2126",1997,"TRW",124,0,NA,NA,7180,150,3
"2127",1997,"TRW",125,0,NA,NA,7180,150,3
"2128",1997,"TRW",126,0,NA,NA,7180,150,3
"2129",1997,"TRW",127,0,NA,NA,7180,150,3
"2130",1997,"TRW",128,0,NA,NA,7180,150,3
"2131",1997,"TRW",129,0,NA,NA,7180,150,3
"2132",1997,"TRW",130,0,NA,NA,7180,150,3
"2133",1997,"TRW",131,0,NA,NA,7180,150,3
"2134",1997,"TRW",132,0,NA,NA,7180,150,3
"2135",1997,"TRW",133,0,NA,NA,7180,150,3
"2136",1997,"TRW",134,0,NA,NA,7180,150,3
"2137",1997,"TRW",135,0,NA,NA,7180,150,3
"2138",1997,"TRW",136,0,NA,NA,7180,150,3
"2139",1997,"TRW",137,0,NA,NA,7180,150,3
"2140",1997,"TRW",138,0,NA,NA,7180,150,3
"2141",1997,"TRW",139,0,NA,NA,7180,150,3
"2142",1997,"TRW",140,0,NA,NA,7180,150,3
"2143",1997,"TRW",141,0,NA,NA,7180,150,3
"2144",1997,"TRW",142,0,NA,NA,7180,150,3
"2145",1997,"TRW",143,0,NA,NA,7180,150,3
"2146",1998,"HAL",1,0,NA,NA,53832,1167,9
"2147",1998,"HAL",2,0,NA,NA,53832,1167,9
"2148",1998,"HAL",3,0,NA,NA,53832,1167,9
"2149",1998,"HAL",4,0,NA,NA,53832,1167,9
"2150",1998,"HAL",5,0,NA,NA,53832,1167,9
"2151",1998,"HAL",6,0,NA,NA,53832,1167,9
"2152",1998,"HAL",7,0,NA,NA,53832,1167,9
"2153",1998,"HAL",8,0,NA,NA,53832,1167,9
"2154",1998,"HAL",9,0,NA,NA,53832,1167,9
"2155",1998,"HAL",10,0,NA,NA,53832,1167,9
"2156",1998,"HAL",11,0,NA,NA,53832,1167,9
"2157",1998,"HAL",12,0,NA,NA,53832,1167,9
"2158",1998,"HAL",13,0,NA,NA,53832,1167,9
"2159",1998,"HAL",14,0,NA,NA,53832,1167,9
"2160",1998,"HAL",15,0,NA,NA,53832,1167,9
"2161",1998,"HAL",16,0,NA,NA,53832,1167,9
"2162",1998,"HAL",17,0,NA,NA,53832,1167,9
"2163",1998,"HAL",18,0,NA,NA,53832,1167,9
"2164",1998,"HAL",19,0,NA,NA,53832,1167,9
"2165",1998,"HAL",20,0,NA,NA,53832,1167,9
"2166",1998,"HAL",21,0,NA,NA,53832,1167,9
"2167",1998,"HAL",22,0,NA,NA,53832,1167,9
"2168",1998,"HAL",23,8.73463569694229e-06,NA,NA,53832,1167,9
"2169",1998,"HAL",24,1.04026819192974e-05,NA,NA,53832,1167,9
"2170",1998,"HAL",25,1.04026819192974e-05,NA,NA,53832,1167,9
"2171",1998,"HAL",26,9.06440834804807e-05,NA,NA,53832,1167,9
"2172",1998,"HAL",27,0,NA,NA,53832,1167,9
"2173",1998,"HAL",28,8.92396897597145e-05,NA,NA,53832,1167,9
"2174",1998,"HAL",29,6.86082428113253e-05,NA,NA,53832,1167,9
"2175",1998,"HAL",30,0.000151659579391087,NA,NA,53832,1167,9
"2176",1998,"HAL",31,0.000229493817780946,NA,NA,53832,1167,9
"2177",1998,"HAL",32,0.000328287151195771,NA,NA,53832,1167,9
"2178",1998,"HAL",33,0.000356253221489292,NA,NA,53832,1167,9
"2179",1998,"HAL",34,0.000274103215352703,NA,NA,53832,1167,9
"2180",1998,"HAL",35,0.000607141794766122,NA,NA,53832,1167,9
"2181",1998,"HAL",36,0.000840892843295351,NA,NA,53832,1167,9
"2182",1998,"HAL",37,0.000952266550701374,NA,NA,53832,1167,9
